,title,link,price,image
11,"MSI Katana 15 15.6"" 144Hz FHD Gaming Laptop: 13th Gen Intel Core i7, RTX 4070, 16GB DDR5, 1TB NVMe SSD, USB-Type C, Cooler Boost 5, Win11 Home: Black B13VGK-484US  ",https://amazon.com/MSI-Katana-144Hz-Gaming-Laptop/dp/B0BT3FKZ3N/ref=sr_1_126?crid=F595FCTFWC23&dib=eyJ2IjoiMSJ9.Q0jUTUZyXTTTt8mS_dbXuQLu4L5CDbnRCX-QtTfbGPopRArdRXFQqadEluuLclFgfNUWarYOnU1EurjfYRdJIzyhtoo9XXRf5H0tNJX2mPchwH9CbOx10KoE2uBiTVBZpp4zqu55nOQufOJ4jqVyxw57Y3weml8ylDyGLx52ZKFGaWWVICJZ0lWpPnURST3sx1tNlEqUVsc_8uEe9pZ4XP-9dSa5GPp3qFjo0bQDANs.HqKZcLXPvlB8IwAYZ_8Tkl-2-84yRCaUVRWJC4Y2Tr8&dib_tag=se&keywords=laptop&qid=1725350617&sprefix=lap%2Caps%2C1690&sr=8-126,No price found,https://m.media-amazon.com/images/I/81K1NR+8WjL._AC_UY218_.jpg
12,"Dell Latitude 14 5000 5414 Rugged Outdoor Business Laptop Workstation PC (Intel Core i5-6300U, 128GB SSD, 8GB Ram, Backlit Keyboard, WiFi, Camera) Win 10 Pro (Renewed)  ",https://amazon.com/Dell-Latitude-5414-Rugged-Workstation/dp/B075DFB7K2/ref=sr_1_127?crid=F595FCTFWC23&dib=eyJ2IjoiMSJ9.Q0jUTUZyXTTTt8mS_dbXuQLu4L5CDbnRCX-QtTfbGPopRArdRXFQqadEluuLclFgfNUWarYOnU1EurjfYRdJIzyhtoo9XXRf5H0tNJX2mPchwH9CbOx10KoE2uBiTVBZpp4zqu55nOQufOJ4jqVyxw57Y3weml8ylDyGLx52ZKFGaWWVICJZ0lWpPnURST3sx1tNlEqUVsc_8uEe9pZ4XP-9dSa5GPp3qFjo0bQDANs.HqKZcLXPvlB8IwAYZ_8Tkl-2-84yRCaUVRWJC4Y2Tr8&dib_tag=se&keywords=laptop&qid=1725350617&sprefix=lap%2Caps%2C1690&sr=8-127,No price found,https://m.media-amazon.com/images/I/610qeQKz0cL._AC_UY218_.jpg
13,"Lenovo ThinkPad E14 Gen 5 Business Laptop, 14"" FHD+ Display, AMD Ryzen 7 7730U (Beat i7-1255U), 16GB RAM, 1TB SSD, FP Reader, Backlit Keyboard, HDMI, RJ45, Wi-Fi 6, Windows 11 Pro, Black  ",https://amazon.com/Lenovo-ThinkPad-P16s-Workstation-i5-1240P/dp/B0BYBG6V9J/ref=sr_1_128?crid=F595FCTFWC23&dib=eyJ2IjoiMSJ9.Q0jUTUZyXTTTt8mS_dbXuQLu4L5CDbnRCX-QtTfbGPopRArdRXFQqadEluuLclFgfNUWarYOnU1EurjfYRdJIzyhtoo9XXRf5H0tNJX2mPchwH9CbOx10KoE2uBiTVBZpp4zqu55nOQufOJ4jqVyxw57Y3weml8ylDyGLx52ZKFGaWWVICJZ0lWpPnURST3sx1tNlEqUVsc_8uEe9pZ4XP-9dSa5GPp3qFjo0bQDANs.HqKZcLXPvlB8IwAYZ_8Tkl-2-84yRCaUVRWJC4Y2Tr8&dib_tag=se&keywords=laptop&qid=1725350617&sprefix=lap%2Caps%2C1690&sr=8-128,No price found,https://m.media-amazon.com/images/I/71sxwp5iwjL._AC_UY218_.jpg
14,"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode With Office 365 Personal For 1 Year (14-cb185nr, Royal Blue)  ",https://amazon.com/HP-14-inch-Celeron-Personal-14-cb185nr/dp/B084SKWC89/ref=sr_1_129?crid=F595FCTFWC23&dib=eyJ2IjoiMSJ9.Q0jUTUZyXTTTt8mS_dbXuQLu4L5CDbnRCX-QtTfbGPopRArdRXFQqadEluuLclFgfNUWarYOnU1EurjfYRdJIzyhtoo9XXRf5H0tNJX2mPchwH9CbOx10KoE2uBiTVBZpp4zqu55nOQufOJ4jqVyxw57Y3weml8ylDyGLx52ZKFGaWWVICJZ0lWpPnURST3sx1tNlEqUVsc_8uEe9pZ4XP-9dSa5GPp3qFjo0bQDANs.HqKZcLXPvlB8IwAYZ_8Tkl-2-84yRCaUVRWJC4Y2Tr8&dib_tag=se&keywords=laptop&qid=1725350617&sprefix=lap%2Caps%2C1690&sr=8-129,217,https://m.media-amazon.com/images/I/81RCOr3hJOL._AC_UY218_.jpg
15,StarTech.com HDMI/DP Triple 4k USB C Dock - 5X USB Hub - GbE - 100W PD - Universal Multi Monitor Docking Station - Thunderbolt 3/4 Compatible (116N-USBC-DOCK)  ,https://amazon.com/sspa/click?ie=UTF8&spc=MTo2NDUzMTE3NjE2OTYwNTU0OjE3MjUzNTA2MTc6c3BfYnRmOjMwMDE0Njk1MjI2MTkwMjo6MDo6&url=%2FStarTech-com-Triple-Monitor-Docking-Station%2Fdp%2FB0B2FBSCJW%2Fref%3Dsr_1_130_sspa%3Fcrid%3DF595FCTFWC23%26dib%3DeyJ2IjoiMSJ9.Q0jUTUZyXTTTt8mS_dbXuQLu4L5CDbnRCX-QtTfbGPopRArdRXFQqadEluuLclFgfNUWarYOnU1EurjfYRdJIzyhtoo9XXRf5H0tNJX2mPchwH9CbOx10KoE2uBiTVBZpp4zqu55nOQufOJ4jqVyxw57Y3weml8ylDyGLx52ZKFGaWWVICJZ0lWpPnURST3sx1tNlEqUVsc_8uEe9pZ4XP-9dSa5GPp3qFjo0bQDANs.HqKZcLXPvlB8IwAYZ_8Tkl-2-84yRCaUVRWJC4Y2Tr8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1725350617%26sprefix%3Dlap%252Caps%252C1690%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,238,https://m.media-amazon.com/images/I/71Bngo6VqFL._AC_UY218_.jpg
16,"Dell Precision 5000 5540 Workstation Laptop (2019) | 15.6'' FHD | Core i7 - 1TB SSD - 32GB RAM - Quadro T2000 | 6 Cores @ 4.6 GHz Win 10 Pro (Reed), Platinum Silver  ",https://amazon.com/Dell-Precision-5540-Workstation-Laptop/dp/B09ZL33B1Q/ref=sr_1_129?crid=F595FCTFWC23&dib=eyJ2IjoiMSJ9.29Hqt1h7yt1PHiXGQ24eeRsdh8zzWKJek8I0kUVDBIwalB8yqfTPP78FuvYc51Cux63eTBEvFJVbGiCB-c4nFq2fwMTdgwYnnxTlPTdmR3vDkABUZ36-BqN15sTGTHPyN0Q8lWbNVRNJQIliXuvNyH-LQ1f5M_HZfaR9SnPwmcn22HwwDaamytQ7T-GlMjmExxCOSjIErky1YzMRDZl3VA.I4P28W0LQ7lJha9lO9oCTEanOpjdRLdwhrJS7BIGND8&dib_tag=se&keywords=laptop&qid=1725350635&sprefix=lap%2Caps%2C1690&sr=8-129,No price found,https://m.media-amazon.com/images/I/71o6j8zrABS._AC_UY218_.jpg
17,"HP Laptop Computer 17-cn0273st 17.3"" FHD (1920 x 1080) Intel Core i3-1125G4, Intel UHD Graphics, 8GB DDR4 RAM, 512GB SSD Storage, Windows 11 Home, Natural Silver (Renewed)  ",https://amazon.com/HP-Computer-17-cn0273st-i3-1125G4-Graphics/dp/B0B6CZ6MF3/ref=sr_1_29?crid=F595FCTFWC23&dib=eyJ2IjoiMSJ9.nHB_41CHUD-uBjqSIjaFikvoS2s9Kf5X3NFEp7gODSn5OoTvA95BdWH9bDXWOyU7AqKP1pCASmLPBkf75T8rcTDNEC3vpvbj_T3BoHHSaKbqY4zt04Bm2FbNNDs7wOT5O1IjEglVJclagH3Uy9wDu4-bOi-4-BbqYuTmzCy_nwvOTx_fQ2uJ5jd_mHWlZIxJKPzDvnEhHQNG6idE-OXCiZTCvp3xoCdmwrm5uNlKk5U.CO3bNgjxT6BfBYkVfOHrX4tXL-zAXXyUA1hhcG7hNsA&dib_tag=se&keywords=laptop&qid=1725350544&sprefix=lap%2Caps%2C1690&sr=8-29,322,https://m.media-amazon.com/images/I/714+Z02ajkL._AC_UY218_.jpg
18,"HP 15 Laptop for Business and Home (15.6"" FHD Anti-Glare, Intel Core i5-1135G7 (Beats i7-10510U), 16GB RAM, 512GB SSD) Narrow-Bezel, Long Battery Life, Webcam, Numpad, IST SD Card, Win 11 Pro, Silver  ",https://amazon.com/HP-15-Laptop-Anti-Glare-Narrow-Bezel/dp/B0CNPPC1YB/ref=sr_1_131?crid=F595FCTFWC23&dib=eyJ2IjoiMSJ9.29Hqt1h7yt1PHiXGQ24eeRsdh8zzWKJek8I0kUVDBIwalB8yqfTPP78FuvYc51Cux63eTBEvFJVbGiCB-c4nFq2fwMTdgwYnnxTlPTdmR3vDkABUZ36-BqN15sTGTHPyN0Q8lWbNVRNJQIliXuvNyH-LQ1f5M_HZfaR9SnPwmcn22HwwDaamytQ7T-GlMjmExxCOSjIErky1YzMRDZl3VA.I4P28W0LQ7lJha9lO9oCTEanOpjdRLdwhrJS7BIGND8&dib_tag=se&keywords=laptop&qid=1725350635&sprefix=lap%2Caps%2C1690&sr=8-131,529,https://m.media-amazon.com/images/I/71rDS4-YjyL._AC_UY218_.jpg
19,"Lenovo IdeaPad Slim 3 14"" Chromebook Laptop (14"" FHD Touchscreen, 8-Core MediaTek Kompanio 520, 4GB RAM, 128GB(64GB eMMC+64GB SD)), Webcam, 13.5-Hrs Long-Battery Life, IST Card, Chrome OS, Abyss Blue  ",https://amazon.com/Lenovo-IdeaPad-Slim-Chromebook-Long-Battery/dp/B0CKYHXJ1F/ref=sr_1_133?crid=F595FCTFWC23&dib=eyJ2IjoiMSJ9.29Hqt1h7yt1PHiXGQ24eeRsdh8zzWKJek8I0kUVDBIwalB8yqfTPP78FuvYc51Cux63eTBEvFJVbGiCB-c4nFq2fwMTdgwYnnxTlPTdmR3vDkABUZ36-BqN15sTGTHPyN0Q8lWbNVRNJQIliXuvNyH-LQ1f5M_HZfaR9SnPwmcn22HwwDaamytQ7T-GlMjmExxCOSjIErky1YzMRDZl3VA.I4P28W0LQ7lJha9lO9oCTEanOpjdRLdwhrJS7BIGND8&dib_tag=se&keywords=laptop&qid=1725350635&sprefix=lap%2Caps%2C1690&sr=8-133,249,https://m.media-amazon.com/images/I/71t3j-fLB6L._AC_UY218_.jpg
20,"Apple 2023 MacBook Air Laptop with M2 chip: 15.3-inch Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, 1080p FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Midnight  ",https://amazon.com/Apple-2023-MacBook-Laptop-chip/dp/B0C76D4RWJ/ref=sr_1_134?crid=F595FCTFWC23&dib=eyJ2IjoiMSJ9.29Hqt1h7yt1PHiXGQ24eeRsdh8zzWKJek8I0kUVDBIwalB8yqfTPP78FuvYc51Cux63eTBEvFJVbGiCB-c4nFq2fwMTdgwYnnxTlPTdmR3vDkABUZ36-BqN15sTGTHPyN0Q8lWbNVRNJQIliXuvNyH-LQ1f5M_HZfaR9SnPwmcn22HwwDaamytQ7T-GlMjmExxCOSjIErky1YzMRDZl3VA.I4P28W0LQ7lJha9lO9oCTEanOpjdRLdwhrJS7BIGND8&dib_tag=se&keywords=laptop&qid=1725350635&sprefix=lap%2Caps%2C1690&sr=8-134,No price found,https://m.media-amazon.com/images/I/81Fm0tRFdHL._AC_UY218_.jpg
21,"HP Victus 15.6"" Full HD 144Hz Gaming Laptop | AMD Ryzen 5 7535HS | NVIDIA GeForce RTX 2050 | 16GB RAM DDR5| 512GB SSD | Backlit | Windows 11 Home | Bundle with 64GB USB Flash Drive, Mica Silver  ",https://amazon.com/HP-Victus-GeForce-Backlit-Windows/dp/B0CCXKNC3Z/ref=sr_1_135?crid=F595FCTFWC23&dib=eyJ2IjoiMSJ9.29Hqt1h7yt1PHiXGQ24eeRsdh8zzWKJek8I0kUVDBIwalB8yqfTPP78FuvYc51Cux63eTBEvFJVbGiCB-c4nFq2fwMTdgwYnnxTlPTdmR3vDkABUZ36-BqN15sTGTHPyN0Q8lWbNVRNJQIliXuvNyH-LQ1f5M_HZfaR9SnPwmcn22HwwDaamytQ7T-GlMjmExxCOSjIErky1YzMRDZl3VA.I4P28W0LQ7lJha9lO9oCTEanOpjdRLdwhrJS7BIGND8&dib_tag=se&keywords=laptop&qid=1725350635&sprefix=lap%2Caps%2C1690&sr=8-135,699,https://m.media-amazon.com/images/I/51+jzdipHpL._AC_UY218_.jpg
22,"MSI Stealth 17 Studio 17.3"" QHD 240Hz Gaming Laptop: 13th Gen Intel Core i9, RTX 4080, 32GB DDR5, 1TB NVMe SSD, Thunderbolt 4, USB-Type C, Cooler Boost Trinity+, Win11 Home: Core Black A13VH-053US  ",https://amazon.com/MSI-Stealth-Studio-Gaming-Laptop/dp/B0BT3DFR8W/ref=sr_1_136?crid=F595FCTFWC23&dib=eyJ2IjoiMSJ9.29Hqt1h7yt1PHiXGQ24eeRsdh8zzWKJek8I0kUVDBIwalB8yqfTPP78FuvYc51Cux63eTBEvFJVbGiCB-c4nFq2fwMTdgwYnnxTlPTdmR3vDkABUZ36-BqN15sTGTHPyN0Q8lWbNVRNJQIliXuvNyH-LQ1f5M_HZfaR9SnPwmcn22HwwDaamytQ7T-GlMjmExxCOSjIErky1YzMRDZl3VA.I4P28W0LQ7lJha9lO9oCTEanOpjdRLdwhrJS7BIGND8&dib_tag=se&keywords=laptop&qid=1725350635&sprefix=lap%2Caps%2C1690&sr=8-136,No price found,https://m.media-amazon.com/images/I/714fL2+tNuL._AC_UY218_.jpg
23,"Lenovo V-Series V15 Business Traditional Laptop, 15.6"" FHD Display, Intel Core i5-1235U, 16GB RAM, 1TB SSD, Webcam, Numeric Keypad, HDMI, RJ45, Wi-Fi, Windows 11 Pro, Black  ",https://amazon.com/Lenovo-V15-Business-Traditional-i5-1235U/dp/B0D8BZWSC2/ref=sr_1_137?crid=F595FCTFWC23&dib=eyJ2IjoiMSJ9.29Hqt1h7yt1PHiXGQ24eeRsdh8zzWKJek8I0kUVDBIwalB8yqfTPP78FuvYc51Cux63eTBEvFJVbGiCB-c4nFq2fwMTdgwYnnxTlPTdmR3vDkABUZ36-BqN15sTGTHPyN0Q8lWbNVRNJQIliXuvNyH-LQ1f5M_HZfaR9SnPwmcn22HwwDaamytQ7T-GlMjmExxCOSjIErky1YzMRDZl3VA.I4P28W0LQ7lJha9lO9oCTEanOpjdRLdwhrJS7BIGND8&dib_tag=se&keywords=laptop&qid=1725350635&sprefix=lap%2Caps%2C1690&sr=8-137,No price found,https://m.media-amazon.com/images/I/71b4n9CAI1L._AC_UY218_.jpg
